market,date,rainfall_mm
bwais,2020-01-20,13.6
bwais,2020-01-21,15.3
bwais,2020-01-22,17.0
bwais,2020-01-23,18.7
bwais,2020-01-24,20.4
bwais,2020-01-25,1.7
bwais,2020-01-26,3.4
bwais,2020-01-27,5.1
bwais,2020-01-28,6.8
bwais,2020-01-29,8.5
bwais,2020-01-30,10.2
bwais,2020-01-31,11.9
bwais,2020-02-01,13.6
bwais,2020-02-02,15.3
bwais,2020-02-03,17.0
bwais,2020-02-04,18.7
bwais,2020-02-05,20.4
bwais,2020-02-06,1.7
bwais,2020-02-07,3.4
bwais,2020-02-08,5.1
bwais,2020-02-09,6.8
bwais,2020-02-10,8.5
bwais,2020-02-11,10.2
bwais,2020-02-12,11.9
bwais,2020-02-13,13.6
bwais,2020-02-14,15.3
bwais,2020-02-15,17.0
bwais,2020-02-16,18.7
bwais,2020-02-17,20.4
bwais,2020-02-18,1.7
bwais,2020-02-19,3.4
bwais,2020-02-20,5.1
bwais,2020-02-21,6.8
bwais,2020-02-22,8.5
bwais,2020-02-23,10.2
bwais,2020-02-24,11.9
bwais,2020-02-25,13.6
bwais,2020-02-26,15.3
bwais,2020-02-27,17.0
bwais,2020-02-28,18.7
bwais,2020-02-29,20.4
bwais,2020-03-01,1.7
bwais,2020-03-02,3.4
bwais,2020-03-03,5.1
bwais,2020-03-04,6.8
bwais,2020-03-05,8.5
bwais,2020-03-06,10.2
bwais,2020-03-07,11.9
bwais,2020-03-08,13.6
bwais,2020-03-09,15.3
bwais,2020-03-10,17.0
bwais,2020-03-11,18.7
bwais,2020-03-12,20.4
bwais,2020-03-13,1.7
bwais,2020-03-14,3.4
bwais,2020-03-15,5.1
bwais,2020-03-16,6.8
bwais,2020-03-17,8.5
bwais,2020-03-18,10.2
bwais,2020-03-19,11.9
bwais,2020-03-20,13.6
bwais,2020-03-21,15.3
bwais,2020-03-22,17.0
bwais,2020-03-23,18.7
bwais,2020-03-24,20.4
bwais,2020-03-25,1.7
bwais,2020-03-26,3.4
bwais,2020-03-27,5.1
bwais,2020-03-28,6.8
bwais,2020-03-29,8.5
bwais,2020-03-30,10.2
bwais,2020-03-31,11.9
bwais,2020-04-01,13.6
bwais,2020-04-02,15.3
bwais,2020-04-03,17.0
bwais,2020-04-04,18.7
bwais,2020-04-05,20.4
bwais,2020-04-06,1.7
bwais,2020-04-07,3.4
bwais,2020-04-08,5.1
bwais,2020-04-09,6.8
bwais,2020-04-10,8.5
bwais,2020-04-11,10.2
bwais,2020-04-12,11.9
bwais,2020-04-13,13.6
bwais,2020-04-14,15.3
bwais,2020-04-15,17.0
bwais,2020-04-16,18.7
bwais,2020-04-17,20.4
bwais,2020-04-18,1.7
bwais,2020-04-19,3.4
bwais,2020-04-20,5.1
bwais,2020-04-21,6.8
bwais,2020-04-22,8.5
bwais,2020-04-23,10.2
bwais,2020-04-24,11.9
bwais,2020-04-25,13.6
bwais,2020-04-26,15.3
bwais,2020-04-27,17.0
bwais,2020-04-28,18.7
bwais,2020-04-29,20.4
bwais,2020-04-30,1.7
bwais,2020-05-01,3.4
bwais,2020-05-02,5.1
bwais,2020-05-03,6.8
bwais,2020-05-04,8.5
bwais,2020-05-05,10.2
bwais,2020-05-06,11.9
bwais,2020-05-07,13.6
bwais,2020-05-08,15.3
bwais,2020-05-09,17.0
bwais,2020-05-10,18.7
bwais,2020-05-11,20.4
bwais,2020-05-12,1.7
bwais,2020-05-13,3.4
bwais,2020-05-14,5.1
bwais,2020-05-15,6.8
bwais,2020-05-16,8.5
bwais,2020-05-17,10.2
bwais,2020-05-18,11.9
bwais,2020-05-19,13.6
bwais,2020-05-20,15.3
bwais,2020-05-21,17.0
bwais,2020-05-22,18.7
bwais,2020-05-23,20.4
bwais,2020-05-24,1.7
bwais,2020-05-25,3.4
bwais,2020-05-26,5.1
bwais,2020-05-27,6.8
bwais,2020-05-28,8.5
bwais,2020-05-29,10.2
bwais,2020-05-30,11.9
bwais,2020-05-31,13.6
bwais,2020-06-01,15.3
bwais,2020-06-02,17.0
bwais,2020-06-03,18.7
bwais,2020-06-04,20.4
bwais,2020-06-05,1.7
bwais,2020-06-06,3.4
bwais,2020-06-07,5.1
bwais,2020-06-08,6.8
bwais,2020-06-09,8.5
bwais,2020-06-10,10.2
bwais,2020-06-11,11.9
bwais,2020-06-12,13.6
bwais,2020-06-13,15.3
bwais,2020-06-14,17.0
bwais,2020-06-15,18.7
bwais,2020-06-16,20.4
bwais,2020-06-17,1.7
bwais,2020-06-18,3.4
bwais,2020-06-19,5.1
bwais,2020-06-20,6.8
bwais,2020-06-21,8.5
bwais,2020-06-22,10.2
bwais,2020-06-23,11.9
bwais,2020-06-24,13.6
bwais,2020-06-25,15.3
bwais,2020-06-26,17.0
bwais,2020-06-27,18.7
bwais,2020-06-28,20.4
bwais,2020-06-29,1.7
bwais,2020-06-30,3.4
bwais,2020-07-01,5.1
bwais,2020-07-02,6.8
bwais,2020-07-03,8.5
bwais,2020-07-04,10.2
bwais,2020-07-05,11.9
bwais,2020-07-06,13.6
bwais,2020-07-07,15.3
bwais,2020-07-08,17.0
bwais,2020-07-09,18.7
bwais,2020-07-10,20.4
bwais,2020-07-11,1.7
bwais,2020-07-12,3.4
bwais,2020-07-13,5.1
bwais,2020-07-14,6.8
bwais,2020-07-15,8.5
bwais,2020-07-16,10.2
bwais,2020-07-17,11.9
bwais,2020-07-18,13.6
bwais,2020-07-19,15.3
bwais,2020-07-20,17.0
bwais,2020-07-21,18.7
bwais,2020-07-22,20.4
bwais,2020-07-23,1.7
bwais,2020-07-24,3.4
bwais,2020-07-25,5.1
bwais,2020-07-26,6.8
bwais,2020-07-27,8.5
bwais,2020-07-28,10.2
bwais,2020-07-29,11.9
bwais,2020-07-30,13.6
bwais,2020-07-31,15.3
bwais,2020-08-01,17.0
bwais,2020-08-02,18.7
bwais,2020-08-03,20.4
bwais,2020-08-04,1.7
bwais,2020-08-05,3.4
bwais,2020-08-06,5.1
bwais,2020-08-07,6.8
bwais,2020-08-08,8.5
bwais,2020-08-09,10.2
bwais,2020-08-10,11.9
bwais,2020-08-11,13.6
bwais,2020-08-12,15.3
bwais,2020-08-13,17.0
bwais,2020-08-14,18.7
bwais,2020-08-15,20.4
bwais,2020-08-16,1.7
bwais,2020-08-17,3.4
bwais,2020-08-18,5.1
bwais,2020-08-19,6.8
bwais,2020-08-20,8.5
bwais,2020-08-21,10.2
bwais,2020-08-22,11.9
bwais,2020-08-23,13.6
bwais,2020-08-24,15.3
bwais,2020-08-25,17.0
bwais,2020-08-26,18.7
bwais,2020-08-27,20.4
bwais,2020-08-28,1.7
bwais,2020-08-29,3.4
bwais,2020-08-30,5.1
bwais,2020-08-31,6.8
bwais,2020-09-01,8.5
bwais,2020-09-02,10.2
bwais,2020-09-03,11.9
bwais,2020-09-04,13.6
bwais,2020-09-05,15.3
bwais,2020-09-06,17.0
bwais,2020-09-07,18.7
bwais,2020-09-08,20.4
bwais,2020-09-09,1.7
bwais,2020-09-10,3.4
bwais,2020-09-11,5.1
bwais,2020-09-12,6.8
bwais,2020-09-13,8.5
bwais,2020-09-14,10.2
bwais,2020-09-15,11.9
bwais,2020-09-16,13.6
bwais,2020-09-17,15.3
bwais,2020-09-18,17.0
bwais,2020-09-19,18.7
bwais,2020-09-20,20.4
bwais,2020-09-21,1.7
bwais,2020-09-22,3.4
bwais,2020-09-23,5.1
bwais,2020-09-24,6.8
bwais,2020-09-25,8.5
bwais,2020-09-26,10.2
bwais,2020-09-27,11.9
bwais,2020-09-28,13.6
bwais,2020-09-29,15.3
bwais,2020-09-30,17.0
bwais,2020-10-01,18.7
bwais,2020-10-02,20.4
bwais,2020-10-03,1.7
bwais,2020-10-04,3.4
bwais,2020-10-05,5.1
bwais,2020-10-06,6.8
bwais,2020-10-07,8.5
bwais,2020-10-08,10.2
bwais,2020-10-09,11.9
bwais,2020-10-10,13.6
bwais,2020-10-11,15.3
bwais,2020-10-12,17.0
bwais,2020-10-13,18.7
bwais,2020-10-14,20.4
bwais,2020-10-15,1.7
bwais,2020-10-16,3.4
bwais,2020-10-17,5.1
bwais,2020-10-18,6.8
bwais,2020-10-19,8.5
bwais,2020-10-20,10.2
bwais,2020-10-21,11.9
bwais,2020-10-22,13.6
bwais,2020-10-23,15.3
bwais,2020-10-24,17.0
bwais,2020-10-25,18.7
bwais,2020-10-26,20.4
bwais,2020-10-27,1.7
bwais,2020-10-28,3.4
bwais,2020-10-29,5.1
bwais,2020-10-30,6.8
bwais,2020-10-31,8.5
bwais,2020-11-01,10.2
bwais,2020-11-02,11.9
bwais,2020-11-03,13.6
bwais,2020-11-04,15.3
bwais,2020-11-05,17.0
bwais,2020-11-06,18.7
bwais,2020-11-07,20.4
bwais,2020-11-08,1.7
bwais,2020-11-09,3.4
bwais,2020-11-10,5.1
bwais,2020-11-11,6.8
bwais,2020-11-12,8.5
bwais,2020-11-13,10.2
bwais,2020-11-14,11.9
bwais,2020-11-15,13.6
bwais,2020-11-16,15.3
bwais,2020-11-17,17.0
bwais,2020-11-18,18.7
bwais,2020-11-19,20.4
bwais,2020-11-20,1.7
bwais,2020-11-21,3.4
bwais,2020-11-22,5.1
bwais,2020-11-23,6.8
bwais,2020-11-24,8.5
bwais,2020-11-25,10.2
bwais,2020-11-26,11.9
bwais,2020-11-27,13.6
bwais,2020-11-28,15.3
bwais,2020-11-29,17.0
bwais,2020-11-30,18.7
bwais,2020-12-01,20.4
bwais,2020-12-02,1.7
bwais,2020-12-03,3.4
bwais,2020-12-04,5.1
bwais,2020-12-05,6.8
bwais,2020-12-06,8.5
bwais,2020-12-07,10.2
bwais,2020-12-08,11.9
bwais,2020-12-09,13.6
bwais,2020-12-10,15.3
bwais,2020-12-11,17.0
bwais,2020-12-12,18.7
bwais,2020-12-13,20.4
bwais,2020-12-14,1.7
bwais,2020-12-15,3.4
bwais,2020-12-16,5.1
bwais,2020-12-17,6.8
bwais,2020-12-18,8.5
bwais,2020-12-19,10.2
bwais,2020-12-20,11.9
bwais,2020-12-21,13.6
bwais,2020-12-22,15.3
bwais,2020-12-23,17.0
bwais,2020-12-24,18.7
bwais,2020-12-25,20.4
bwais,2020-12-26,1.7
bwais,2020-12-27,3.4
bwais,2020-12-28,5.1
bwais,2020-12-29,6.8
bwais,2020-12-30,8.5
bwais,2020-12-31,10.2
bwais,2021-01-01,11.9
bwais,2021-01-02,13.6
bwais,2021-01-03,15.3
bwais,2021-01-04,17.0
bwais,2021-01-05,18.7
bwais,2021-01-06,20.4
bwais,2021-01-07,1.7
bwais,2021-01-08,3.4
bwais,2021-01-09,5.1
bwais,2021-01-10,6.8
bwais,2021-01-11,8.5
bwais,2021-01-12,10.2
bwais,2021-01-13,11.9
bwais,2021-01-14,13.6
bwais,2021-01-15,15.3
bwais,2021-01-16,17.0
bwais,2021-01-17,18.7
bwais,2021-01-18,20.4
bwais,2021-01-19,1.7
bwais,2021-01-20,3.4
bwais,2021-01-21,5.1
bwais,2021-01-22,6.8
bwais,2021-01-23,8.5
bwais,2021-01-24,10.2
bwais,2021-01-25,11.9
bwais,2021-01-26,13.6
bwais,2021-01-27,15.3
bwais,2021-01-28,17.0
bwais,2021-01-29,18.7
bwais,2021-01-30,20.4
bwais,2021-01-31,1.7
bwais,2021-02-01,3.4
bwais,2021-02-02,5.1
bwais,2021-02-03,6.8
bwais,2021-02-04,8.5
bwais,2021-02-05,10.2
bwais,2021-02-06,11.9
bwais,2021-02-07,13.6
bwais,2021-02-08,15.3
bwais,2021-02-09,17.0
bwais,2021-02-10,18.7
bwais,2021-02-11,20.4
bwais,2021-02-12,1.7
bwais,2021-02-13,3.4
bwais,2021-02-14,5.1
bwais,2021-02-15,6.8
bwais,2021-02-16,8.5
bwais,2021-02-17,10.2
bwais,2021-02-18,11.9
bwais,2021-02-19,13.6
bwais,2021-02-20,15.3
bwais,2021-02-21,17.0
bwais,2021-02-22,18.7
bwais,2021-02-23,20.4
bwais,2021-02-24,1.7
bwais,2021-02-25,3.4
bwais,2021-02-26,5.1
bwais,2021-02-27,6.8
bwais,2021-02-28,8.5
bwais,2021-03-01,10.2
bwais,2021-03-02,11.9
bwais,2021-03-03,13.6
bwais,2021-03-04,15.3
bwais,2021-03-05,17.0
bwais,2021-03-06,18.7
bwais,2021-03-07,20.4
bwais,2021-03-08,1.7
bwais,2021-03-09,3.4
bwais,2021-03-10,5.1
bwais,2021-03-11,6.8
bwais,2021-03-12,8.5
bwais,2021-03-13,10.2
bwais,2021-03-14,11.9
bwais,2021-03-15,13.6
bwais,2021-03-16,15.3
bwais,2021-03-17,17.0
bwais,2021-03-18,18.7
bwais,2021-03-19,20.4
bwais,2021-03-20,1.7
bwais,2021-03-21,3.4
bwais,2021-03-22,5.1
bwais,2021-03-23,6.8
bwais,2021-03-24,8.5
bwais,2021-03-25,10.2
bwais,2021-03-26,11.9
bwais,2021-03-27,13.6
bwais,2021-03-28,15.3
bwais,2021-03-29,17.0
bwais,2021-03-30,18.7
bwais,2021-03-31,20.4
bwais,2021-04-01,1.7
bwais,2021-04-02,3.4
bwais,2021-04-03,5.1
bwais,2021-04-04,6.8
bwais,2021-04-05,8.5
bwais,2021-04-06,10.2
bwais,2021-04-07,11.9
bwais,2021-04-08,13.6
bwais,2021-04-09,15.3
bwais,2021-04-10,17.0
bwais,2021-04-11,18.7
bwais,2021-04-12,20.4
bwais,2021-04-13,1.7
bwais,2021-04-14,3.4
bwais,2021-04-15,5.1
bwais,2021-04-16,6.8
bwais,2021-04-17,8.5
bwais,2021-04-18,10.2
bwais,2021-04-19,11.9
bwais,2021-04-20,13.6
bwais,2021-04-21,15.3
bwais,2021-04-22,17.0
bwais,2021-04-23,18.7
bwais,2021-04-24,20.4
bwais,2021-04-25,1.7
bwais,2021-04-26,3.4
bwais,2021-04-27,5.1
bwais,2021-04-28,6.8
bwais,2021-04-29,8.5
bwais,2021-04-30,10.2
bwais,2021-05-01,11.9
bwais,2021-05-02,13.6
bwais,2021-05-03,15.3
bwais,2021-05-04,17.0
bwais,2021-05-05,18.7
bwais,2021-05-06,20.4
bwais,2021-05-07,1.7
bwais,2021-05-08,3.4
bwais,2021-05-09,5.1
bwais,2021-05-10,6.8
bwais,2021-05-11,8.5
bwais,2021-05-12,10.2
bwais,2021-05-13,11.9
bwais,2021-05-14,13.6
bwais,2021-05-15,15.3
bwais,2021-05-16,17.0
bwais,2021-05-17,18.7
bwais,2021-05-18,20.4
bwais,2021-05-19,1.7
bwais,2021-05-20,3.4
bwais,2021-05-21,5.1
bwais,2021-05-22,6.8
bwais,2021-05-23,8.5
bwais,2021-05-24,10.2
bwais,2021-05-25,11.9
bwais,2021-05-26,13.6
bwais,2021-05-27,15.3
bwais,2021-05-28,17.0
bwais,2021-05-29,18.7
bwais,2021-05-30,20.4
bwais,2021-05-31,1.7
bwais,2021-06-01,3.4
bwais,2021-06-02,5.1
bwais,2021-06-03,6.8
bwais,2021-06-04,8.5
bwais,2021-06-05,10.2
bwais,2021-06-06,11.9
bwais,2021-06-07,13.6
bwais,2021-06-08,15.3
bwais,2021-06-09,17.0
bwais,2021-06-10,18.7
bwais,2021-06-11,20.4
bwais,2021-06-12,1.7
bwais,2021-06-13,3.4
bwais,2021-06-14,5.1
bwais,2021-06-15,6.8
bwais,2021-06-16,8.5
bwais,2021-06-17,10.2
bwais,2021-06-18,11.9
bwais,2021-06-19,13.6
bwais,2021-06-20,15.3
bwais,2021-06-21,17.0
bwais,2021-06-22,18.7
bwais,2021-06-23,20.4
bwais,2021-06-24,1.7
bwais,2021-06-25,3.4
bwais,2021-06-26,5.1
bwais,2021-06-27,6.8
bwais,2021-06-28,8.5
bwais,2021-06-29,10.2
bwais,2021-06-30,11.9
bwais,2021-07-01,13.6
bwais,2021-07-02,15.3
bwais,2021-07-03,17.0
bwais,2021-07-04,18.7
bwais,2021-07-05,20.4
bwais,2021-07-06,1.7
bwais,2021-07-07,3.4
bwais,2021-07-08,5.1
bwais,2021-07-09,6.8
bwais,2021-07-10,8.5
bwais,2021-07-11,10.2
bwais,2021-07-12,11.9
bwais,2021-07-13,13.6
bwais,2021-07-14,15.3
bwais,2021-07-15,17.0
bwais,2021-07-16,18.7
bwais,2021-07-17,20.4
bwais,2021-07-18,1.7
bwais,2021-07-19,3.4
bwais,2021-07-20,5.1
bwais,2021-07-21,6.8
bwais,2021-07-22,8.5
bwais,2021-07-23,10.2
bwais,2021-07-24,11.9
bwais,2021-07-25,13.6
bwais,2021-07-26,15.3
bwais,2021-07-27,17.0
bwais,2021-07-28,18.7
bwais,2021-07-29,20.4
bwais,2021-07-30,1.7
bwais,2021-07-31,3.4
bwais,2021-08-01,5.1
bwais,2021-08-02,6.8
bwais,2021-08-03,8.5
bwais,2021-08-04,10.2
bwais,2021-08-05,11.9
bwais,2021-08-06,13.6
bwais,2021-08-07,15.3
bwais,2021-08-08,17.0
bwais,2021-08-09,18.7
bwais,2021-08-10,20.4
bwais,2021-08-11,1.7
bwais,2021-08-12,3.4
bwais,2021-08-13,5.1
bwais,2021-08-14,6.8
bwais,2021-08-15,8.5
bwais,2021-08-16,10.2
bwais,2021-08-17,11.9
bwais,2021-08-18,13.6
bwais,2021-08-19,15.3
bwais,2021-08-20,17.0
bwais,2021-08-21,18.7
bwais,2021-08-22,20.4
bwais,2021-08-23,1.7
bwais,2021-08-24,3.4
bwais,2021-08-25,5.1
bwais,2021-08-26,6.8
bwais,2021-08-27,8.5
bwais,2021-08-28,10.2
bwais,2021-08-29,11.9
bwais,2021-08-30,13.6
bwais,2021-08-31,15.3
bwais,2021-09-01,17.0
bwais,2021-09-02,18.7
bwais,2021-09-03,20.4
bwais,2021-09-04,1.7
bwais,2021-09-05,3.4
bwais,2021-09-06,5.1
bwais,2021-09-07,6.8
bwais,2021-09-08,8.5
bwais,2021-09-09,10.2
bwais,2021-09-10,11.9
bwais,2021-09-11,13.6
bwais,2021-09-12,15.3
bwais,2021-09-13,17.0
bwais,2021-09-14,18.7
bwais,2021-09-15,20.4
bwais,2021-09-16,1.7
bwais,2021-09-17,3.4
bwais,2021-09-18,5.1
bwais,2021-09-19,6.8
bwais,2021-09-20,8.5
bwais,2021-09-21,10.2
bwais,2021-09-22,11.9
bwais,2021-09-23,13.6
bwais,2021-09-24,15.3
bwais,2021-09-25,17.0
bwais,2021-09-26,18.7
bwais,2021-09-27,20.4
bwais,2021-09-28,1.7
bwais,2021-09-29,3.4
bwais,2021-09-30,5.1
bwais,2021-10-01,6.8
bwais,2021-10-02,8.5
bwais,2021-10-03,10.2
bwais,2021-10-04,11.9
bwais,2021-10-05,13.6
bwais,2021-10-06,15.3
bwais,2021-10-07,17.0
bwais,2021-10-08,18.7
bwais,2021-10-09,20.4
bwais,2021-10-10,1.7
bwais,2021-10-11,3.4
bwais,2021-10-12,5.1
bwais,2021-10-13,6.8
bwais,2021-10-14,8.5
bwais,2021-10-15,10.2
bwais,2021-10-16,11.9
bwais,2021-10-17,13.6
bwais,2021-10-18,15.3
bwais,2021-10-19,17.0
bwais,2021-10-20,18.7
bwais,2021-10-21,20.4
bwais,2021-10-22,1.7
bwais,2021-10-23,3.4
bwais,2021-10-24,5.1
bwais,2021-10-25,6.8
bwais,2021-10-26,8.5
bwais,2021-10-27,10.2
bwais,2021-10-28,11.9
bwais,2021-10-29,13.6
bwais,2021-10-30,15.3
bwais,2021-10-31,17.0
bwais,2021-11-01,18.7
bwais,2021-11-02,20.4
bwais,2021-11-03,1.7
bwais,2021-11-04,3.4
bwais,2021-11-05,5.1
bwais,2021-11-06,6.8
bwais,2021-11-07,8.5
bwais,2021-11-08,10.2
bwais,2021-11-09,11.9
bwais,2021-11-10,13.6
bwais,2021-11-11,15.3
bwais,2021-11-12,17.0
bwais,2021-11-13,18.7
bwais,2021-11-14,20.4
bwais,2021-11-15,1.7
bwais,2021-11-16,3.4
bwais,2021-11-17,5.1
bwais,2021-11-18,6.8
bwais,2021-11-19,8.5
bwais,2021-11-20,10.2
bwais,2021-11-21,11.9
bwais,2021-11-22,13.6
bwais,2021-11-23,15.3
bwais,2021-11-24,17.0
bwais,2021-11-25,18.7
bwais,2021-11-26,20.4
bwais,2021-11-27,1.7
bwais,2021-11-28,3.4
bwais,2021-11-29,5.1
bwais,2021-11-30,6.8
bwais,2021-12-01,8.5
bwais,2021-12-02,10.2
bwais,2021-12-03,11.9
bwais,2021-12-04,13.6
bwais,2021-12-05,15.3
bwais,2021-12-06,17.0
bwais,2021-12-07,18.7
bwais,2021-12-08,20.4
bwais,2021-12-09,1.7
bwais,2021-12-10,3.4
bwais,2021-12-11,5.1
bwais,2021-12-12,6.8
bwais,2021-12-13,8.5
bwais,2021-12-14,10.2
bwais,2021-12-15,11.9
bwais,2021-12-16,13.6
bwais,2021-12-17,15.3
bwais,2021-12-18,17.0
bwais,2021-12-19,18.7
bwais,2021-12-20,20.4
bwais,2021-12-21,1.7
bwais,2021-12-22,3.4
bwais,2021-12-23,5.1
bwais,2021-12-24,6.8
bwais,2021-12-25,8.5
bwais,2021-12-26,10.2
bwais,2021-12-27,11.9
bwais,2021-12-28,13.6
bwais,2021-12-29,15.3
bwais,2021-12-30,17.0
bwais,2021-12-31,18.7
bwais,2022-01-01,20.4
bwais,2022-01-02,1.7
bwais,2022-01-03,3.4
bwais,2022-01-04,5.1
bwais,2022-01-05,6.8
bwais,2022-01-06,8.5
bwais,2022-01-07,10.2
bwais,2022-01-08,11.9
bwais,2022-01-09,13.6
bwais,2022-01-10,15.3
bwais,2022-01-11,17.0
bwais,2022-01-12,18.7
bwais,2022-01-13,20.4
bwais,2022-01-14,1.7
bwais,2022-01-15,3.4
bwais,2022-01-16,5.1
bwais,2022-01-17,6.8
bwais,2022-01-18,8.5
bwais,2022-01-19,10.2
bwais,2022-01-20,11.9
bwais,2022-01-21,13.6
bwais,2022-01-22,15.3
bwais,2022-01-23,17.0
bwais,2022-01-24,18.7
bwais,2022-01-25,20.4
bwais,2022-01-26,1.7
bwais,2022-01-27,3.4
bwais,2022-01-28,5.1
bwais,2022-01-29,6.8
bwais,2022-01-30,8.5
bwais,2022-01-31,10.2
bwais,2022-02-01,11.9
bwais,2022-02-02,13.6
bwais,2022-02-03,15.3
bwais,2022-02-04,17.0
bwais,2022-02-05,18.7
bwais,2022-02-06,20.4
bwais,2022-02-07,1.7
bwais,2022-02-08,3.4
bwais,2022-02-09,5.1
bwais,2022-02-10,6.8
bwais,2022-02-11,8.5
bwais,2022-02-12,10.2
bwais,2022-02-13,11.9
bwais,2022-02-14,13.6
bwais,2022-02-15,15.3
bwais,2022-02-16,17.0
bwais,2022-02-17,18.7
bwais,2022-02-18,20.4
bwais,2022-02-19,1.7
bwais,2022-02-20,3.4
bwais,2022-02-21,5.1
bwais,2022-02-22,6.8
bwais,2022-02-23,8.5
bwais,2022-02-24,10.2
bwais,2022-02-25,11.9
bwais,2022-02-26,13.6
bwais,2022-02-27,15.3
bwais,2022-02-28,17.0
bwais,2022-03-01,18.7
bwais,2022-03-02,20.4
bwais,2022-03-03,1.7
bwais,2022-03-04,3.4
bwais,2022-03-05,5.1
bwais,2022-03-06,6.8
bwais,2022-03-07,8.5
bwais,2022-03-08,10.2
bwais,2022-03-09,11.9
bwais,2022-03-10,13.6
bwais,2022-03-11,15.3
bwais,2022-03-12,17.0
bwais,2022-03-13,18.7
bwais,2022-03-14,20.4
bwais,2022-03-15,1.7
bwais,2022-03-16,3.4
bwais,2022-03-17,5.1
bwais,2022-03-18,6.8
bwais,2022-03-19,8.5
bwais,2022-03-20,10.2
bwais,2022-03-21,11.9
bwais,2022-03-22,13.6
bwais,2022-03-23,15.3
bwais,2022-03-24,17.0
bwais,2022-03-25,18.7
bwais,2022-03-26,20.4
bwais,2022-03-27,1.7
bwais,2022-03-28,3.4
bwais,2022-03-29,5.1
bwais,2022-03-30,6.8
bwais,2022-03-31,8.5
bwais,2022-04-01,10.2
bwais,2022-04-02,11.9
bwais,2022-04-03,13.6
bwais,2022-04-04,15.3
bwais,2022-04-05,17.0
bwais,2022-04-06,18.7
bwais,2022-04-07,20.4
bwais,2022-04-08,1.7
bwais,2022-04-09,3.4
bwais,2022-04-10,5.1
bwais,2022-04-11,6.8
bwais,2022-04-12,8.5
bwais,2022-04-13,10.2
bwais,2022-04-14,11.9
bwais,2022-04-15,13.6
bwais,2022-04-16,15.3
bwais,2022-04-17,17.0
bwais,2022-04-18,18.7
bwais,2022-04-19,20.4
bwais,2022-04-20,1.7
bwais,2022-04-21,3.4
bwais,2022-04-22,5.1
bwais,2022-04-23,6.8
bwais,2022-04-24,8.5
bwais,2022-04-25,10.2
bwais,2022-04-26,11.9
bwais,2022-04-27,13.6
bwais,2022-04-28,15.3
bwais,2022-04-29,17.0
bwais,2022-04-30,18.7
bwais,2022-05-01,20.4
bwais,2022-05-02,1.7
bwais,2022-05-03,3.4
bwais,2022-05-04,5.1
bwais,2022-05-05,6.8
bwais,2022-05-06,8.5
bwais,2022-05-07,10.2
bwais,2022-05-08,11.9
bwais,2022-05-09,13.6
bwais,2022-05-10,15.3
bwais,2022-05-11,17.0
bwais,2022-05-12,18.7
bwais,2022-05-13,20.4
bwais,2022-05-14,1.7
bwais,2022-05-15,3.4
bwais,2022-05-16,5.1
bwais,2022-05-17,6.8
bwais,2022-05-18,8.5
bwais,2022-05-19,10.2
bwais,2022-05-20,11.9
bwais,2022-05-21,13.6
bwais,2022-05-22,15.3
bwais,2022-05-23,17.0
bwais,2022-05-24,18.7
bwais,2022-05-25,20.4
bwais,2022-05-26,1.7
bwais,2022-05-27,3.4
bwais,2022-05-28,5.1
bwais,2022-05-29,6.8
bwais,2022-05-30,8.5
bwais,2022-05-31,10.2
bwais,2022-06-01,11.9
bwais,2022-06-02,13.6
bwais,2022-06-03,15.3
bwais,2022-06-04,17.0
bwais,2022-06-05,18.7
bwais,2022-06-06,20.4
bwais,2022-06-07,1.7
bwais,2022-06-08,3.4
bwais,2022-06-09,5.1
bwais,2022-06-10,6.8
bwais,2022-06-11,8.5
bwais,2022-06-12,10.2
bwais,2022-06-13,11.9
bwais,2022-06-14,13.6
bwais,2022-06-15,15.3
bwais,2022-06-16,17.0
bwais,2022-06-17,18.7
bwais,2022-06-18,20.4
bwais,2022-06-19,1.7
bwais,2022-06-20,3.4
bwais,2022-06-21,5.1
bwais,2022-06-22,6.8
bwais,2022-06-23,8.5
bwais,2022-06-24,10.2
bwais,2022-06-25,11.9
bwais,2022-06-26,13.6
bwais,2022-06-27,15.3
bwais,2022-06-28,17.0
bwais,2022-06-29,18.7
bwais,2022-06-30,20.4
nakasero,2020-01-01,2.4
nakasero,2020-01-02,4.8
nakasero,2020-01-03,7.2
nakasero,2020-01-04,9.6
nakasero,2020-01-05,12.0
nakasero,2020-01-06,14.4
nakasero,2020-01-07,16.8
nakasero,2020-01-08,19.2
nakasero,2020-01-09,21.6
nakasero,2020-01-10,24.0
nakasero,2020-01-11,26.4
nakasero,2020-01-12,28.8
nakasero,2020-01-13,2.4
nakasero,2020-01-14,4.8
nakasero,2020-01-15,7.2
nakasero,2020-01-16,9.6
nakasero,2020-01-17,12.0
nakasero,2020-01-18,14.4
nakasero,2020-01-19,16.8
nakasero,2020-01-20,19.2
nakasero,2020-01-21,21.6
nakasero,2020-01-22,24.0
nakasero,2020-01-23,26.4
nakasero,2020-01-24,28.8
nakasero,2020-01-25,2.4
nakasero,2020-01-26,4.8
nakasero,2020-01-27,7.2
nakasero,2020-01-28,9.6
nakasero,2020-01-29,12.0
nakasero,2020-01-30,14.4
nakasero,2020-01-31,16.8
nakasero,2020-02-01,19.2
nakasero,2020-02-02,21.6
nakasero,2020-02-03,24.0
nakasero,2020-02-04,26.4
nakasero,2020-02-05,28.8
nakasero,2020-02-06,2.4
