id,date,market,commodity,price
688,2020-03-26,mukono,Beans,500
689,2020-11-12,Bwais,MAIZE,500
690,2022-05-08,Bwais,Maize,-2000
691,2022-06-03,Kansanga,BEANS,500
692,2022-08-29,,MAIZE,500
693,2021-07-31,Kansanga,Beans,500
694,2021-03-28,Nakasero,Beans,500
695,2020-14-15,Bwais,Beans,500
696,2022-02-12,Kansanga,Beans,-2000
697,2020-08-24,mukono,Beans,500
698,2022-01-24,Kansanga,BEANS,500
699,2022-02-21,,Beans,500
700,2020-07-05,Bwais,Beans,500
701,2021-09-29,Kansanga,MAIZE,500
702,2020-07-09,mukono,Beans,500
703,2020-06-03,mukono,BEANS,500
704,2021-01-15,Kansanga,Maize,500
705,2020-03-14,,BEANS,500
706,2020-05-04,Bwais,BEANS,500
707,2020-07-22,Kansanga,Maize,500
708,2020-11-15,Nakasero,MAIZE,500
709,2020-05-05,Nakasero,BEANS,500
710,2021-11-13,Bwais,Maize,500
711,2020-10-09,,Maize,500
711,2022-03-13,Kansanga,MAIZE,500
713,2021-12-03,,Beans,500
714,2021-12-19,,Maize,500
715,2021-10-22,Nakasero,BEANS,500
716,2020-05-17,Nakasero,Maize,500
717,2021-05-16,Bwais,MAIZE,500
718,2022-05-01,,MAIZE,500
719,2021-07-08,Nakasero,BEANS,-2000
720,2020-07-08,mukono,Beans,500
721,2022-09-17,,BEANS,500
722,2020-10-16,Nakasero,BEANS,500
723,2020-02-14,Bwais,MAIZE,500
724,2020-02-02,,BEANS,500
725,2022-01-05,mukono,Maize,500
726,2022-05-02,mukono,BEANS,500
727,2022-06-30,Kansanga,Beans,500
728,2020-02-11,mukono,Beans,500
729,2022-01-12,Bwais,BEANS,500
730,2021-07-25,,BEANS,500
731,2021-03-13,mukono,MAIZE,500
732,2021-06-30,,BEANS,500
733,2022-05-15,Nakasero,BEANS,500
734,2020-09-03,,MAIZE,500
735,2022-09-09,Kansanga,Maize,500
736,2022-06-30,Nakasero,Maize,500
737,2022-03-01,Nakasero,MAIZE,500
738,2021-01-10,,MAIZE,500
739,2022-07-28,Bwais,Maize,500
740,2021-12-07,,Maize,500
741,2021-01-25,mukono,Maize,500
742,2021-03-02,mukono,MAIZE,500
743,2020-02-25,Nakasero,Maize,500
744,2020-06-05,mukono,BEANS,500
745,2021-02-07,Bwais,MAIZE,500
746,2021-02-12,Nakasero,Maize,500
747,2020-05-18,Kansanga,MAIZE,500
748,2021-06-20,Bwais,MAIZE,500
749,2020-04-01,mukono,BEANS,500
750,2021-11-02,mukono,Beans,500
751,2021-03-28,,MAIZE,500
752,2022-02-14,mukono,Maize,500
753,2022-06-08,Nakasero,Maize,500
754,2020-12-05,Bwais,MAIZE,500
755,2020-05-24,mukono,BEANS,500
756,2020-07-24,,Beans,500
757,2021-11-09,Nakasero,Maize,-2000
758,2020-08-24,Kansanga,Maize,500
759,2020-07-09,Bwais,BEANS,500
760,2020-11-08,Nakasero,BEANS,500
760,2020-12-29,Nakasero,MAIZE,500
762,2022-06-18,Kansanga,Maize,500
763,2021-02-06,Bwais,Maize,500
764,2021-03-12,Nakasero,Beans,500
765,2021-07-08,Bwais,MAIZE,500
766,2022-02-27,Bwais,MAIZE,500
767,2020-05-29,mukono,Beans,500
768,2022-02-02,Nakasero,MAIZE,500
769,2020-14-15,,Beans,500
770,2020-01-27,Nakasero,Maize,500
771,2021-04-25,Nakasero,MAIZE,500
772,2020-08-19,mukono,BEANS,500
773,2020-08-15,Bwais,MAIZE,500
774,2020-11-28,Kansanga,MAIZE,500
775,2022-01-07,Nakasero,BEANS,500
776,2022-04-26,mukono,MAIZE,500
777,2021-01-31,,Maize,500
778,2022-04-27,Nakasero,BEANS,500
779,2021-06-13,Bwais,BEANS,500
780,2020-07-03,,MAIZE,500
781,2021-08-27,Bwais,BEANS,500
782,2022-03-26,Bwais,Maize,500
783,2021-12-25,Kansanga,MAIZE,500
784,2020-12-09,,MAIZE,500
785,2021-03-05,Nakasero,Beans,500
786,2022-07-09,Bwais,MAIZE,-2000
787,2020-14-15,Kansanga,BEANS,500
788,2020-08-10,,BEANS,500
789,2020-09-07,,Beans,500
790,2021-10-30,Nakasero,Maize,500
791,2020-11-01,Nakasero,Maize,-2000
792,2021-11-19,Nakasero,MAIZE,500
793,2020-11-02,Nakasero,Beans,500
794,2020-03-07,Nakasero,BEANS,500
795,2020-08-02,Bwais,Maize,500
796,2022-08-14,Nakasero,BEANS,500
797,2021-09-30,Nakasero,MAIZE,500
798,2021-05-19,Bwais,MAIZE,500
798,2020-14-15,mukono,MAIZE,500
800,2021-07-27,Bwais,Maize,500
801,2020-11-03,,Beans,500
802,2022-01-11,,Maize,500
803,2021-11-19,Kansanga,BEANS,500
804,2022-07-02,,Beans,500
805,2021-06-17,Nakasero,Beans,500
806,2022-03-29,Nakasero,Maize,500
807,2021-01-19,,MAIZE,500
808,2022-03-12,Nakasero,Beans,500
809,2020-08-31,Nakasero,BEANS,500
810,2020-04-24,Nakasero,Maize,500
811,2020-14-15,Kansanga,MAIZE,500
812,2022-03-05,Nakasero,MAIZE,500
813,2021-11-23,Bwais,MAIZE,500
814,2020-04-28,mukono,Beans,500
815,2020-04-15,,Beans,-2000
816,2020-08-02,Nakasero,MAIZE,500
817,2021-11-18,mukono,Beans,500
818,2021-07-27,,Maize,500
819,2022-08-23,Nakasero,MAIZE,500
820,2021-03-30,mukono,MAIZE,-2000
821,2021-01-27,mukono,Maize,500
822,2021-10-06,Kansanga,Beans,500
823,2021-06-30,mukono,BEANS,500
824,2021-04-24,mukono,BEANS,500
825,2020-05-27,,Beans,500
826,2020-12-04,Nakasero,BEANS,500
827,2021-04-17,Bwais,Beans,500
828,2022-01-01,mukono,Beans,500
829,2021-02-14,,BEANS,500
830,2021-01-28,mukono,Beans,500
831,2022-03-17,Nakasero,MAIZE,500
832,2022-05-06,Kansanga,Maize,500
833,2021-03-31,Bwais,Beans,500
834,2021-09-02,Kansanga,Beans,500
835,2022-06-27,,Maize,500
836,2021-09-22,,BEANS,500
837,2021-11-26,Nakasero,BEANS,500
838,2021-09-18,,BEANS,500
839,2022-09-18,mukono,Maize,500
840,2020-02-01,Bwais,BEANS,500
841,2021-02-19,Kansanga,BEANS,500
842,2021-01-28,Nakasero,BEANS,500
843,2020-01-17,Bwais,BEANS,500
844,2021-03-01,Kansanga,BEANS,500
845,2021-04-05,Kansanga,Beans,500
846,2022-05-17,Bwais,Beans,500
847,2021-05-09,Nakasero,Maize,500
848,2022-05-29,Nakasero,BEANS,500
849,2021-11-10,mukono,Beans,500
850,2020-14-15,Kansanga,BEANS,500
851,2022-03-28,Nakasero,Beans,500
852,2020-03-03,Kansanga,MAIZE,500
853,2020-10-20,Kansanga,Maize,500
854,2020-05-15,,Beans,500
854,2020-06-27,,MAIZE,500
856,2021-12-18,Bwais,BEANS,500
857,2020-05-28,,MAIZE,500
858,2021-03-26,Bwais,MAIZE,500
859,2022-04-19,mukono,Maize,500
860,2022-08-29,,MAIZE,500
861,2022-06-10,Kansanga,Maize,500
862,2021-06-26,mukono,Maize,500
863,2022-07-29,Nakasero,Beans,500
864,2021-04-17,Bwais,MAIZE,500
865,2020-14-15,mukono,Maize,-2000
866,2021-04-01,Nakasero,MAIZE,500
867,2020-14-15,mukono,Maize,500
868,2021-12-26,mukono,Maize,500
869,2021-10-25,,MAIZE,500
870,2022-08-16,mukono,BEANS,500
871,2021-11-14,Nakasero,Beans,500
872,2021-02-01,Nakasero,Maize,500
873,2022-08-08,Bwais,BEANS,500
874,2021-03-17,Bwais,Maize,500
875,2021-08-08,Nakasero,BEANS,-2000
876,2020-01-01,mukono,BEANS,500
877,2021-06-11,Kansanga,BEANS,500
878,2020-14-15,Kansanga,Maize,500
879,2020-02-26,mukono,Beans,500
880,2022-02-23,Nakasero,MAIZE,500
881,2020-11-02,Kansanga,Maize,500
882,2021-03-24,Bwais,MAIZE,-2000
883,2020-09-01,Kansanga,BEANS,500
884,2022-04-11,Kansanga,Maize,-2000
885,2020-02-13,Kansanga,Maize,500
886,2021-07-03,Bwais,MAIZE,500
887,2020-01-20,Kansanga,Maize,500
887,2022-07-15,Nakasero,Maize,500
889,2022-04-17,mukono,Maize,500
890,2020-12-11,Kansanga,Beans,500
891,2020-08-06,mukono,MAIZE,500
892,2020-06-21,Nakasero,MAIZE,500
893,2021-10-09,,BEANS,500
894,2020-01-08,Bwais,Maize,500
895,2022-03-02,Kansanga,MAIZE,500
896,2022-08-18,Bwais,Maize,500
897,2022-04-26,Nakasero,Beans,500
898,2022-09-27,mukono,Beans,500
899,2020-08-01,Nakasero,Maize,500
900,2021-04-30,Kansanga,MAIZE,500
901,2020-08-02,Kansanga,Beans,500
902,2022-08-05,,MAIZE,500
903,2022-07-05,Bwais,BEANS,500
904,2022-07-08,Nakasero,MAIZE,500
905,2021-02-26,Bwais,BEANS,500
906,2022-06-30,Kansanga,MAIZE,500
907,2021-04-13,Bwais,Beans,500
908,2021-08-05,mukono,Beans,500
909,2020-12-17,Bwais,Beans,500
910,2020-08-23,mukono,BEANS,500
911,2021-04-29,Kansanga,Beans,-2000
912,2020-09-10,Nakasero,BEANS,500
913,2021-03-03,mukono,Maize,500
914,2022-04-09,mukono,BEANS,500
915,2020-14-15,Kansanga,MAIZE,500
916,2020-01-17,Kansanga,Beans,500
917,2020-01-25,Kansanga,BEANS,500
918,2021-10-03,Kansanga,Maize,500
919,2021-06-27,mukono,Beans,500
920,2021-08-12,Bwais,Maize,500
921,2022-08-26,Nakasero,Maize,500
922,2021-01-10,Bwais,Maize,500
923,2021-07-06,mukono,BEANS,500
924,2020-11-24,Nakasero,Beans,500
925,2020-12-19,Kansanga,BEANS,500
926,2022-04-25,,Beans,500
927,2022-04-08,mukono,MAIZE,500
928,2020-07-02,Nakasero,Maize,500
929,2020-06-03,Bwais,Maize,500
930,2022-01-25,mukono,Beans,500
931,2022-08-28,,Beans,500
932,2021-05-12,,BEANS,500
933,2022-03-19,Nakasero,MAIZE,500
934,2020-12-27,Nakasero,BEANS,500
935,2022-09-23,Bwais,MAIZE,500
936,2020-05-09,Kansanga,Beans,500
937,2020-11-20,Nakasero,MAIZE,500
938,2020-01-26,Kansanga,BEANS,500
939,2022-09-20,,Beans,500
940,2022-08-24,,MAIZE,500
941,2021-05-05,mukono,MAIZE,500
942,2022-05-11,Bwais,BEANS,500
943,2021-08-20,,MAIZE,500
944,2022-05-19,Kansanga,Maize,500
945,2021-09-11,,Maize,500
946,2021-03-13,Nakasero,BEANS,500
947,2021-04-01,,Maize,500
948,2021-03-29,Nakasero,MAIZE,500
949,2022-05-05,,Maize,500
950,2020-12-09,mukono,BEANS,500
951,2020-06-28,,BEANS,500
952,2020-10-23,,BEANS,-2000
953,2020-11-07,Kansanga,BEANS,500
954,2021-10-17,Kansanga,Maize,500
955,2021-12-05,Bwais,Maize,500
956,2021-09-05,Nakasero,BEANS,500
957,2021-12-11,mukono,Beans,500
958,2020-02-29,Bwais,Beans,500
959,2021-01-04,Kansanga,Beans,-2000
960,2020-03-19,,MAIZE,500
961,2020-06-20,,Beans,500
962,2021-01-06,mukono,Beans,500
963,2022-03-08,Kansanga,BEANS,500
964,2020-08-14,Bwais,Maize,500
965,2020-01-18,Kansanga,Beans,500
966,2021-09-03,,Beans,500
967,2020-08-15,Bwais,MAIZE,500
968,2020-03-21,Kansanga,Maize,500
969,2020-04-20,mukono,Maize,500
970,2020-01-11,mukono,Maize,500
971,2021-11-17,Nakasero,Maize,500
972,2020-06-13,,MAIZE,500
973,2020-01-15,,MAIZE,500
974,2020-01-05,mukono,MAIZE,500
975,2021-03-26,mukono,MAIZE,500
976,2021-02-21,mukono,Beans,500
977,2021-01-04,Nakasero,Maize,500
978,2021-09-06,Nakasero,BEANS,500
979,2020-07-12,mukono,BEANS,500
980,2021-05-18,mukono,BEANS,500
981,2021-12-12,,Maize,500
982,2020-12-12,Bwais,BEANS,500
983,2021-12-31,,Beans,500
984,2022-08-30,Kansanga,BEANS,500
985,2020-09-13,Kansanga,BEANS,500
986,2022-04-30,mukono,BEANS,500
987,2020-06-05,Nakasero,Maize,500
988,2021-11-08,Kansanga,BEANS,500
989,2020-01-19,mukono,BEANS,500
990,2021-01-20,Kansanga,BEANS,-2000
991,2022-03-09,Nakasero,MAIZE,500
992,2022-02-21,mukono,BEANS,500
993,2021-06-02,mukono,BEANS,500
994,2020-10-18,Nakasero,Maize,-2000
995,2020-12-23,,Maize,500
996,2020-12-31,Kansanga,Beans,500
997,2021-08-29,mukono,Maize,500
998,2020-14-15,Nakasero,Maize,500
999,2020-09-30,mukono,BEANS,500
19,2022-06-18,Nakasero,MAIZE,500
21,2020-03-11,,MAIZE,500
22,2021-06-24,,BEANS,500
23,2021-11-18,Nakasero,BEANS,500
24,2020-12-12,mukono,MAIZE,500
25,2020-08-22,mukono,Maize,500
26,2021-05-12,Bwais,MAIZE,500
27,2021-02-20,Bwais,Maize,500
28,2022-06-03,mukono,Maize,500
29,2020-07-15,Bwais,BEANS,500
